,Price,Manufacturer,Prod_year,Category,Leather_interior,Fuel_type,Engine_Volume,HasTurbo,Mileage,Cylinders,Gear_box_type,Drive_wheels,Doors,Wheel,Color,Airbags,aic_resid,bic_resid,r2a_resid,press_resid,cv_resid
13967,7997,NISSAN,2007,Hatchback,No,Petrol,1.5,0,142000,4.0,Automatic,Rear,4,Right-hand drive,Black,4,9255.83501037621,-15.066374391910358,9255.83501037621,6155.841925072484,9889.154795462253
3486,5175,TOYOTA,2001,Coupe,No,Petrol,1.0,0,175000,4.0,Automatic,Front,2,Right-hand drive,Pink,2,4900.765042368996,5079.117999213891,4900.765042368996,2215.935702701099,3919.6423451378246
3886,9408,JEEP,2002,Jeep,Yes,CNG,4.0,0,286400,6.0,Automatic,4x4,4,Left wheel,Black,8,-271.9224792860059,293.9686060322165,-271.9224792860059,1617.9237443562597,-72.78440326844247
8935,12074,TOYOTA,2009,Jeep,Yes,Hybrid,3.3,0,420550,6.0,Automatic,4x4,4,Left wheel,Blue,12,3504.9142934691445,6873.69683147537,3504.9142934691445,5514.039205768146,3546.531756901568
17413,10945,HYUNDAI,2010,Minivan,Yes,Diesel,2.5,0,112219,4.0,Automatic,Front,4,Left wheel,Silver,4,-10475.835257250354,-10524.846681787818,-10475.835257250354,-6618.926385439467,-10347.495471522227
17307,314,LEXUS,2015,Jeep,Yes,Petrol,4.6,0,102907,8.0,Automatic,4x4,4,Left wheel,Black,0,-32171.76289822423,-30949.824469285122,-32171.76289822423,-31354.117579494603,-31889.11737847726
3478,48610,TOYOTA,2016,Jeep,No,Hybrid,2.5,0,19000,4.0,Tiptronic,4x4,4,Left wheel,Blue,12,22409.16711191432,24785.892863958314,22409.16711191432,25737.041098508053,22739.59733362378
9958,706,DODGE,2015,Sedan,Yes,Petrol,2.4,0,180973,4.0,Automatic,Front,4,Left wheel,White,12,-3244.5869804483873,-13984.800145124469,-3244.5869804483873,-5333.956668296829,-3609.378610510631
10864,5488,TOYOTA,2014,Sedan,Yes,Hybrid,2.5,0,109798,4.0,Automatic,Front,4,Left wheel,White,12,-3593.2324466745413,-4224.909010363861,-3593.2324466745413,-5987.431253829971,-2893.6493908295124
9664,10663,SUBARU,2015,Jeep,Yes,Petrol,2.5,0,81058,4.0,Automatic,4x4,4,Left wheel,Silver,0,-9164.431581354795,-14550.03305874121,-9164.431581354795,-6982.739342278335,-8833.317895510361
15904,13485,CHEVROLET,2012,Jeep,Yes,Petrol,3.0,0,155000,10.0,Tiptronic,4x4,4,Left wheel,Silver,10,-14269.777198979751,-11933.80991189069,-14269.777198979751,-14872.656697903294,-17222.43196384402
17353,42337,MERCEDES-BENZ,2012,Minivan,No,Diesel,2.2,1,205000,4.0,Tiptronic,Rear,2,Left wheel,Black,8,2380.159007364804,3562.1563006720025,2380.159007364804,5255.225144595839,1797.0098865210166
4909,18033,KIA,2015,Sedan,Yes,Petrol,2.0,0,35336,4.0,Automatic,Front,4,Left wheel,White,4,3517.4730431796306,-2328.0017740814255,3517.4730431796306,2847.7715587629937,3413.4707920080837
10399,14113,HYUNDAI,2011,Jeep,Yes,Diesel,2.0,0,56557,4.0,Automatic,Front,4,Left wheel,Silver,4,-10949.586438551083,-7279.715907496178,-10949.586438551083,-4968.027451550588,-11036.159293725636
14963,19444,KIA,2013,Sedan,No,Hybrid,2.4,0,112000,4.0,Tiptronic,Front,4,Left wheel,Golden,8,5260.231398331534,-3412.7393330324885,5260.231398331534,-1182.209930115845,6055.036061863515
9905,9722,NISSAN,2003,Jeep,Yes,Petrol,2.0,0,140000,4.0,Automatic,4x4,4,Left wheel,Silver,8,17500.079819636314,9134.771056217443,17500.079819636314,18809.598488254473,17043.642646934473
4554,19416,HYUNDAI,2011,Sedan,Yes,Petrol,1.6,0,159381,4.0,Automatic,Front,4,Left wheel,White,4,3312.310547716337,5661.665312230754,3312.310547716337,40.154396262485534,2718.9821873279143
7267,18817,TOYOTA,2011,Hatchback,Yes,Petrol,1.8,0,139300,4.0,Automatic,Front,4,Left wheel,White,6,2981.769147764593,6192.08279515838,2981.769147764593,5936.55442349799,2741.7290546833974
387,10663,HONDA,2014,Hatchback,No,Hybrid,1.5,0,114000,4.0,Automatic,Front,4,Right-hand drive,White,8,1433.6853815848262,420.05356965057945,1433.6853815848262,-1488.6470915027894,2443.691160948116
1493,7056,FORD,2017,Sedan,Yes,Hybrid,2.0,0,112862,4.0,Automatic,Front,4,Left wheel,Blue,12,-4580.505739789616,-5306.845930605074,-4580.505739789616,-7308.982132986654,-4716.462132238568
18510,10000,MITSUBISHI,2001,Jeep,No,Petrol,2.0,0,98000,4.0,Automatic,4x4,2,Left wheel,Silver,4,8412.767434317491,8728.472087648595,8412.767434317491,8185.813027071301,7727.8680428229145
8139,12544,SUBARU,2009,Jeep,No,Petrol,2.5,0,115000,6.0,Automatic,4x4,4,Left wheel,Black,12,9734.85183905638,5746.270014162497,9734.85183905638,9950.523628056515,8191.479618537624
18730,16465,CHEVROLET,2016,Sedan,No,Petrol,1.5,1,95085,4.0,Automatic,Front,4,Left wheel,Silver,8,-4188.330890895129,-7877.0686645869755,-4188.330890895129,-6166.482678287663,-4466.328114565826
424,84675,MERCEDES-BENZ,2018,Sedan,Yes,Petrol,2.0,1,4500,6.0,Tiptronic,Rear,4,Left wheel,Black,12,42197.75899790209,48192.43525127884,42197.75899790209,37439.54437638214,40588.54101767662
3526,23521,FORD,2015,Sedan,No,Hybrid,2.0,0,84800,4.0,Automatic,Front,4,Left wheel,Silver,12,14910.392634874312,13885.221763927786,14910.392634874312,11356.47712351149,14742.585475394251
3213,20385,TOYOTA,2010,Sedan,Yes,Hybrid,1.8,0,174309,4.0,Automatic,Front,4,Left wheel,White,7,14156.527271250969,13878.948520006032,14156.527271250969,10014.375076443423,13729.894449584724
15573,314,SUBARU,2014,Jeep,Yes,Petrol,2.0,0,110098,4.0,Automatic,4x4,4,Left wheel,White,0,-17150.22719513678,-22094.834589916703,-17150.22719513678,-16109.45642835414,-17685.294091694184
18903,941,VOLKSWAGEN,2014,Sedan,Yes,Diesel,1.8,0,69248,4.0,Automatic,Front,4,Left wheel,Blue,12,-6679.936639306638,-17143.31827446882,-6679.936639306638,-3698.3030065800995,-7385.583383515728
12136,16621,VOLKSWAGEN,2011,Sedan,Yes,Petrol,2.5,0,178637,5.0,Manual,Front,4,Left wheel,Silver,5,-222.83024001196827,-4341.924818299765,-222.83024001196827,-799.5556608489715,489.7887379483873
12459,40092,HYUNDAI,2014,Jeep,Yes,Diesel,2.0,0,68725,4.0,Automatic,Front,4,Left wheel,Red,4,10490.565999453025,14608.682550704532,10490.565999453025,18886.47023468092,10451.769294825372
8843,73131,HONDA,2018,Sedan,Yes,Petrol,1.5,0,1036,4.0,Automatic,Front,4,Left wheel,Silver,4,50614.26740381919,50120.06130567736,50614.26740381919,49959.97983083036,49983.305896368794
17665,941,TOYOTA,2009,Sedan,Yes,Hybrid,1.5,0,433658,4.0,Automatic,Front,4,Left wheel,White,12,1125.0238877573802,927.0894690844411,1125.0238877573802,-2948.92592327483,44.469628252768416
18315,13799,TOYOTA,2009,Sedan,No,Hybrid,1.8,0,181129,4.0,Automatic,Front,4,Left wheel,Black,12,13472.87076842575,12920.690696149597,13472.87076842575,8522.64362358069,12902.46962825277
7738,11143,HYUNDAI,2011,Sedan,Yes,Diesel,1.6,0,70560,4.0,Automatic,Front,4,Left wheel,White,4,-6552.35149254405,-9097.184210249714,-6552.35149254405,-8232.845603737514,-7342.044817887727
16415,392,BMW,2012,Jeep,Yes,Diesel,3.0,0,296395,6.0,Automatic,4x4,4,Left wheel,Grey,0,-28346.363764278936,-28656.945660980462,-28346.363764278936,-24781.599887317047,-28524.760539555413
11451,17719,HYUNDAI,2012,Minivan,Yes,Diesel,2.5,0,52600,4.0,Automatic,Front,4,Left wheel,White,4,-6727.733631914281,-6477.914376320681,-6727.733631914281,-3173.946669848636,-6567.543079155046
6266,125,TOYOTA,2010,Sedan,Yes,Hybrid,3.3,0,316912,6.0,Automatic,4x4,4,Left wheel,Blue,12,-3270.004106964626,-6438.8370157910595,-3270.004106964626,-7952.06186034251,-3235.377571077167
5761,19369,HYUNDAI,2012,Universal,Yes,Diesel,2.5,0,205425,4.0,Automatic,Front,4,Left wheel,Yellow,4,-10087.159610670144,-4827.914376320681,-10087.159610670144,-2653.5227157319896,-9645.441475750427
11725,4000,SUBARU,2001,Hatchback,No,Petrol,2.0,1,21211,4.0,Automatic,4x4,4,Right-hand drive,White,2,3383.647580537046,-6446.7755718011595,3383.647580537046,552.7446557460353,4380.594486820908
8735,1568,TOYOTA,2011,Jeep,Yes,Hybrid,3.5,0,342622,6.0,Automatic,4x4,4,Left wheel,Black,12,-10367.0861607492,-6935.636711680718,-10367.0861607492,-11507.422335794661,-9953.515850731252
2225,19757,TOYOTA,2012,Hatchback,Yes,Hybrid,1.8,0,101000,4.0,Automatic,Front,4,Left wheel,Grey,12,13146.111059618699,14788.089154350304,13146.111059618699,11488.634531987365,13055.679868086456
13181,19130,NISSAN,2013,Jeep,No,Petrol,1.6,1,80000,4.0,Tiptronic,4x4,4,Left wheel,Grey,6,-9809.775877829583,-14499.413809795122,-9809.775877829583,-9042.286919693463,-10377.144225137727
18941,96263,FORD,2015,Sedan,Yes,Petrol,2.3,0,43770,4.0,Automatic,Front,4,Left wheel,White,4,74649.19069241949,75037.59945298373,74649.19069241949,75378.76831250824,74908.99030823399
13906,9408,MERCEDES-BENZ,2005,Sedan,Yes,Petrol,1.8,0,195200,4.0,Automatic,Rear,4,Left wheel,Blue,8,6534.453371419122,6669.969210307813,6534.453371419122,6151.584199561272,5593.606259869977
17346,470,TOYOTA,2010,Sedan,Yes,Petrol,2.5,0,369814,4.0,Automatic,Front,4,Left wheel,Blue,12,-8029.453624721376,-7691.2638331039325,-8029.453624721376,-3325.331997332163,-7680.667142961892
16322,13000,AUDI,2007,Sedan,Yes,Petrol,5.2,0,108000,6.0,Tiptronic,4x4,4,Left wheel,White,6,-15.818486167954688,-15351.431673515774,-15.818486167954688,2555.9345977846533,3403.2613043316924
6977,3763,HYUNDAI,2013,Jeep,Yes,Petrol,2.4,0,53717,4.0,Automatic,4x4,4,Left wheel,Silver,0,-23336.74442413461,-18434.832439896734,-23336.74442413461,-22323.10793110961,-22902.17578304339
2119,4077,DAIHATSU,2002,Universal,No,Petrol,1.3,0,120000,4.0,Manual,Front,4,Left wheel,White,2,-6.8189365265425295e-09,-3715.0500984887985,-6.8189365265425295e-09,-1.3969838619232178e-09,6.91534296493046e-09
3643,130,BMW,2006,Jeep,Yes,Petrol,4.4,0,90000,8.0,Tiptronic,4x4,4,Left wheel,Black,8,-26886.117544014705,-22847.15110020557,-26886.117544014705,-24781.549201508053,-26194.013525229442
977,54458,HYUNDAI,2016,Jeep,Yes,Diesel,2.0,0,105645,4.0,Automatic,Front,4,Left wheel,White,4,21830.667624789097,26247.614856171673,21830.667624789097,27496.649065707345,21823.721687192552
16720,14426,HYUNDAI,2014,Sedan,Yes,Petrol,2.0,1,60800,4.0,Automatic,Front,4,Left wheel,Black,8,-12902.566749179998,-8629.665591612189,-12902.566749179998,-17406.295439105015,-12576.940003150972
12630,18189,HYUNDAI,2009,Jeep,Yes,Diesel,2.2,1,290000,4.0,Automatic,4x4,4,Left wheel,Black,4,-10116.333211304333,-8522.478389485448,-10116.333211304333,-10028.66845588712,-10090.958352023285
7821,15681,VOLKSWAGEN,2010,Hatchback,No,Petrol,2.0,1,10000,4.0,Manual,Front,4,Left wheel,Sky blue,12,-2620.74796688935,-3977.399016946176,-2620.74796688935,-279.10232912329957,-1491.791456823954
6846,4547,NISSAN,2000,Coupe,No,Petrol,1.0,0,300000,4.0,Manual,Front,2,Left wheel,Green,2,10511.181575678687,346.4163689789075,10511.181575678687,6184.197861897759,9583.745277961647
15503,5331,BMW,1998,Sedan,Yes,Petrol,1.8,0,256837,4.0,Automatic,Rear,4,Right-hand drive,Green,5,12329.276068868745,9579.181143846541,12329.276068868745,11696.039801772218,12769.7865148266
705,7150,HONDA,2012,Hatchback,No,Petrol,1.3,0,129000,4.0,Automatic,Front,4,Right-hand drive,White,4,-7694.847539445771,-7103.469762100831,-7694.847539445771,-5938.323306617327,-7241.615298698205
15881,24148,TOYOTA,2014,Sedan,No,Hybrid,1.8,0,132669,4.0,Automatic,Front,4,Left wheel,Green,2,7478.336212080303,7923.604802063173,7478.336212080303,3663.4928079908714,7243.247859467683
6252,20385,FORD,2014,Sedan,No,Petrol,2.5,0,189000,4.0,Tiptronic,Front,4,Left wheel,White,12,-4028.400539706592,-4614.529653314621,-4028.400539706592,-1015.3944342010655,-3583.3400932441145
3488,16621,MERCEDES-BENZ,2011,Sedan,Yes,Diesel,3.5,0,119379,6.0,Automatic,4x4,4,Left wheel,Silver,12,3852.0923826563594,-2270.976445966986,3852.0923826563594,2634.2494473541155,3849.8109173410703
17339,8467,MERCEDES-BENZ,1998,Sedan,No,Diesel,2.2,0,0,4.0,Manual,Rear,4,Left wheel,Silver,6,5435.558892296998,461.40611239362534,5435.558892296998,6085.332639554981,5554.605265266771
2300,470,TOYOTA,2008,Coupe,Yes,Hybrid,3.3,0,182024,6.0,Automatic,4x4,4,Left wheel,Black,12,937.5932718294853,-3366.7693212582003,937.5932718294853,-8054.119137461763,961.2137092593248
273,17719,TOYOTA,2009,Sedan,Yes,Hybrid,2.4,0,92000,4.0,Tiptronic,Front,4,Left wheel,Sky blue,8,1865.5798462361072,316.3960560332307,1865.5798462361072,71.63623915007338,2483.3921233151177
9920,1411,MERCEDES-BENZ,2009,Sedan,Yes,Diesel,3.5,0,266061,6.0,Automatic,4x4,4,Left wheel,Black,12,-8332.009242679716,-14753.908751434124,-8332.009242679716,-11705.93098989781,-8366.14147502611
17311,470,HYUNDAI,2012,Sedan,Yes,Hybrid,2.4,0,202864,4.0,Automatic,Front,4,Left wheel,Blue,0,-16548.54447833287,-16461.80838082451,-16548.54447833287,-22782.130025131628,-15376.169748971366
15916,1411,NISSAN,2011,Jeep,Yes,Petrol,2.5,0,135467,4.0,Automatic,4x4,4,Left wheel,White,12,-253.25343003118996,-8113.797680370362,-253.25343003118996,2037.8501545158215,165.6933162843152
13217,10976,CHEVROLET,2013,Sedan,No,Petrol,1.8,0,88000,4.0,Automatic,Front,4,Left wheel,White,6,2112.9468514978525,-4375.984899374484,2112.9468514978525,622.0237612738274,2055.214625854089
13690,392,HYUNDAI,2013,Jeep,Yes,Petrol,1.8,0,0,4.0,Automatic,Front,4,Left wheel,Silver,12,-18741.6897976517,-9842.93490472192,-18741.6897976517,-13781.472889099736,-19144.69769638057
7443,23207,HUMMER,2008,Jeep,Yes,Petrol,3.7,0,90000,8.0,Manual,4x4,4,Left wheel,Black,12,15781.004567013966,8846.973292188131,15781.004567013966,13578.889451739844,14823.640750639228
10575,9408,LINCOLN,1999,Sedan,No,CNG,4.6,0,18000,8.0,Automatic,Rear,4,Left wheel,Silver,8,-6.037225830368698e-09,2655.772601961816,-6.037225830368698e-09,0.0,6.33044692222029e-08
7730,5000,CITROEN,2006,Sedan,No,Diesel,1.6,0,0,4.0,Manual,Front,4,Left wheel,Blue,4,-3217.5046710960123,-13890.750451418979,-3217.5046710960123,-681.5701728006825,-3379.1118872547668
18040,1019,LEXUS,2013,Jeep,Yes,Hybrid,3.5,0,138038,6.0,Automatic,Front,4,Left wheel,White,12,-11560.57872361329,-10211.704406213581,-11560.57872361329,-9550.986124964431,-11238.410108289761
18490,35752,HYUNDAI,2016,Jeep,No,Petrol,2.0,0,31000,4.0,Tiptronic,Front,4,Left wheel,Black,10,-1011.866398791266,7760.383942159744,-1011.866398791266,2902.3816619315185,-910.2260628266522
18811,12544,VOLKSWAGEN,2011,Sedan,Yes,Petrol,2.5,0,83000,5.0,Automatic,Front,4,Left wheel,Black,4,1543.2057651589785,-3803.5310065737795,1543.2057651589785,-1107.8808437664993,1644.9985291402118
13606,7997,PEUGEOT,2003,Minivan,No,Diesel,2.2,1,187000,4.0,Manual,Front,4,Left wheel,Black,16,-6.333721103146672e-09,-5767.4107940831545,-6.333721103146672e-09,-4.656612873077393e-10,2.267915988340974e-08
18865,6272,VAZ,1998,Sedan,No,CNG,1.7,0,10000,4.0,Manual,Rear,4,Left wheel,White,0,-13025.327249614635,-3051.807549439749,-13025.327249614635,-9122.70573758334,-12178.985085959674
9422,30966,HONDA,2014,Sedan,Yes,Petrol,1.8,0,76989,4.0,Automatic,Front,4,Left wheel,White,4,13990.911033815417,12544.797921808233,13990.911033815417,13568.565943087451,13806.4011116349
1430,9095,CHEVROLET,2012,Sedan,Yes,Plug-in Hybrid,1.4,0,107169,4.0,Automatic,Front,4,Left wheel,Black,8,-4470.618660853555,-8759.94380079037,-4470.618660853555,-109.13438037736341,-4831.966311241866
12539,10976,JEEP,2002,Jeep,Yes,Petrol,3.7,0,150000,6.0,Automatic,4x4,4,Left wheel,Blue,4,2536.8433155963176,3442.6785270847085,2536.8433155963176,2696.3048063605092,2487.240923211135
2167,16935,TOYOTA,2009,Hatchback,No,Hybrid,1.8,0,148000,4.0,Automatic,Front,4,Left wheel,Grey,12,14862.958621614584,16056.690696149597,14862.958621614584,13701.071694463491,14724.751279535918
9209,23239,HYUNDAI,2010,Jeep,Yes,Diesel,2.0,0,124289,4.0,Automatic,Front,4,Left wheel,Grey,4,-310.6372512191265,3209.817939770255,-310.6372512191265,5553.119115969166,-413.1354899089929
14118,11133,TOYOTA,2014,Sedan,Yes,Hybrid,2.5,0,179381,4.0,Automatic,Front,4,Left wheel,Black,12,2051.7675533254587,1420.090989636139,2051.7675533254587,-2211.9956711172126,2751.3506091704876
10226,862,MERCEDES-BENZ,2010,Sedan,Yes,Diesel,3.5,0,239224,6.0,Automatic,4x4,4,Left wheel,Black,12,-10393.95843001168,-16666.442598700556,-10393.95843001168,-13772.032056008931,-10412.165278842753
5332,392,LEXUS,2011,Sedan,Yes,Petrol,4.6,0,202048,8.0,Automatic,4x4,4,Left wheel,White,0,-19354.935361998185,-25417.689080219403,-19354.935361998185,-23338.14889776334,-19158.907687373714
13471,8154,MERCEDES-BENZ,1997,Universal,No,Petrol,1.8,0,183987,4.0,Automatic,Rear,4,Left wheel,White,4,5155.131849401335,12912.873325337545,5155.131849401335,11934.95335320197,3874.1827364740766
2184,49858,HYUNDAI,2016,Jeep,Yes,Diesel,2.0,0,126465,4.0,Automatic,Front,4,Left wheel,Grey,4,17230.667624789097,21647.614856171673,17230.667624789097,23069.512719302904,17223.721687192552
12914,47669,MERCEDES-BENZ,2017,Jeep,Yes,Petrol,2.0,0,55704,4.0,Automatic,4x4,4,Left wheel,Black,0,15337.205812265529,21169.563868284007,15337.205812265529,14784.355302214622,14877.925932670354
15228,49864,MERCEDES-BENZ,2013,Sedan,Yes,Petrol,2.0,0,80000,4.0,Automatic,Front,4,Left wheel,White,0,26682.235392688468,28818.699257349726,26682.235392688468,24917.323983945884,26625.890410793818
8225,5018,TOYOTA,2013,Sedan,Yes,Hybrid,2.5,0,225510,4.0,Automatic,Front,4,Left wheel,White,12,-2550.2832593425783,-3331.375163097431,-2550.2832593425783,-4940.33018771885,-1866.6255870128707
10029,57391,TOYOTA,2018,Jeep,Yes,Petrol,1.2,0,12000,4.0,Tiptronic,4x4,4,Left wheel,White,12,24904.914326979437,30683.062973670658,24904.914326979437,29389.010010088794,22769.436758592943
5809,8938,FORD,2005,Goods wagon,No,Diesel,1.8,1,189000,4.0,Manual,Front,4,Left wheel,Red,4,-9359.117571933155,-16635.04678067468,-9359.117571933155,-10502.70556596201,-9551.666918001618
1611,15053,FORD,2011,Sedan,Yes,Hybrid,2.5,0,154000,4.0,Automatic,Front,4,Left wheel,White,10,9888.176461378987,7725.009199884577,9888.176461378987,6193.490097957198,10558.060140719328
16570,52034,HYUNDAI,2017,Jeep,Yes,Diesel,2.0,0,82413,4.0,Automatic,Front,4,Left wheel,Grey,4,17893.718437457137,22460.081008905243,17893.718437457137,23728.411653191783,17902.697883375913
4914,21652,HYUNDAI,2011,Jeep,Yes,Diesel,2.0,0,161345,4.0,Automatic,Front,4,Left wheel,Silver,4,-3410.586438551083,259.28409250382174,-3410.586438551083,2570.972548449412,-3497.1592937256355
6443,941,LEXUS,2013,Jeep,Yes,Hybrid,3.5,0,361603,6.0,Automatic,Front,4,Left wheel,Black,12,-11638.57872361329,-10289.704406213581,-11638.57872361329,-11498.550542251673,-11316.410108289761
11557,627,BMW,2013,Sedan,Yes,Hybrid,3.0,0,195941,6.0,Automatic,Rear,4,Left wheel,Black,12,-8088.362304485956,-9163.039784655508,-8088.362304485956,-16193.493982300628,-7820.008589474099
16620,47,LEXUS,2016,Jeep,Yes,Petrol,3.5,0,65981,6.0,Automatic,Front,4,Left wheel,Black,12,-22541.44421298387,-19176.796159818667,-22541.44421298387,-16943.853740585037,-22458.59448713724
1512,11133,TOYOTA,2014,Sedan,Yes,Hybrid,2.5,0,179381,4.0,Automatic,Front,4,Left wheel,Black,12,2051.7675533254587,1420.090989636139,2051.7675533254587,-2211.9956711172126,2751.3506091704876
11660,8781,MERCEDES-BENZ,1998,Sedan,No,Diesel,2.2,0,230000,4.0,Manual,Rear,4,Left wheel,Silver,7,6627.437754265561,1628.2477781690523,6627.437754265561,7392.052226389293,6720.9155402370525
3184,14113,RENAULT,2010,Universal,No,Diesel,1.5,1,190000,4.0,Manual,Front,4,Left wheel,Black,6,-5132.47349537204,-15707.633912521127,-5132.47349537204,-704.5448349621147,-5128.796807244376
8739,150,HONDA,2003,Jeep,No,Petrol,1.5,0,777,4.0,Manual,Rear,4,Left wheel,Pink,11,-6093.796901687099,-1906.2748023996132,-6093.796901687099,-2863.6767754736356,-6695.756444809773
18461,20005,HYUNDAI,2011,Sedan,Yes,Petrol,1.6,0,115934,4.0,Automatic,Front,4,Left wheel,Black,4,3901.310547716337,6250.665312230754,3901.310547716337,-1240.4100210247561,3307.9821873279143
2641,42337,NISSAN,2010,Jeep,No,Diesel,3.0,1,167855,6.0,Manual,4x4,4,Left wheel,Blue,6,15644.29140833423,8194.372222804646,15644.29140833423,19405.49525233358,16312.14791149621
8408,21326,LEXUS,2012,Hatchback,Yes,Hybrid,1.8,0,95000,4.0,Automatic,Front,4,Left wheel,Carnelian red,10,18929.55710328452,14651.40582279945,18929.55710328452,9649.730377314147,18277.45788120075
13469,1019,LEXUS,2013,Jeep,Yes,Hybrid,3.5,0,138038,6.0,Automatic,Front,4,Left wheel,White,12,-11560.57872361329,-10211.704406213581,-11560.57872361329,-9550.986124964431,-11238.410108289761
6011,157,LEXUS,2012,Jeep,Yes,Petrol,4.6,0,189704,8.0,Automatic,4x4,4,Left wheel,Grey,0,-27789.915336228343,-27016.222927485833,-27789.915336228343,-24917.386310278904,-27555.045967028265
13813,627,MERCEDES-BENZ,2011,Sedan,Yes,Diesel,3.5,0,134904,6.0,Automatic,4x4,4,Left wheel,Grey,12,-12141.90761734364,-18264.976445966986,-12141.90761734364,-13481.705051237252,-12144.18908265893
5496,42337,BMW,2013,Sedan,Yes,Petrol,2.0,1,176000,4.0,Tiptronic,Rear,4,Left wheel,White,12,11933.277953796845,12672.104487610985,11933.277953796845,11203.18525927607,12045.018767654183
10527,15681,VOLKSWAGEN,2013,Sedan,No,Petrol,2.5,0,156000,5.0,Tiptronic,Front,4,Left wheel,Grey,8,-5829.6463972828205,-11366.362469149899,-5829.6463972828205,-4966.797065262217,-5732.644383668012
12000,5488,BMW,1994,Coupe,Yes,Petrol,2.0,0,1000,6.0,Manual,Rear,4,Left wheel,Blue,6,10597.675690398044,9998.656872563046,10597.675690398044,8091.591188753489,9386.492672359786
2408,7056,BMW,2014,Jeep,Yes,Diesel,3.0,0,141384,6.0,Automatic,4x4,4,Left wheel,Blue,0,-24708.26213894286,-24720.01335551332,-24708.26213894286,-19712.970681080595,-24854.808147188232
13544,17249,KIA,2015,Sedan,Yes,Petrol,2.0,0,39104,4.0,Automatic,Front,4,Left wheel,Black,4,2733.4730431796306,-3112.0017740814255,2733.4730431796306,194.207141475752,2629.4707920080837
